conceptType,conceptUri,skillType,reuseLevel,preferredLabel,altLabels,description
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/c98f4dc3-6ee1-4c44-b49a-c183873b68ff,skill/competence,occupation-specific,apply paper coating,,"Operate coaters and size presses, which apply pigments, starches, and chemicals to the surface of the paper in order to improve some of its characteristics, such as resistance and printing quality."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/c9950799-ecd4-4de9-92c4-d5642db1c125,skill/competence,sector-specific,monitor centrifugal separators,,Operating and monitoring centrifugal separators.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/c9956564-e281-4c1b-9d62-b412400fb0cb,skill/competence,occupation-specific,respond to requests for logistics services from all over the world,,Respond to requests for logistical services from customers in any country around the world.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/c9971e8c-2d32-4a35-9688-aa66f691550c,skill/competence,sector-specific,calculate value of gems,,"Determine appraised value of gemstones such as diamonds and pearls; study price guides, market fluctuations and grades of rarity."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/c9a4b4c0-22a4-4104-9a24-22999d4cecaa,skill/competence,sector-specific,estimate cost of jewelry  and watches' maintenance,,Estimate the total cost for the maintenance of watches or pieces of jewelry.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/c9adb847-a10b-4eeb-b4d9-15e1b4e732a0,skill/competence,sector-specific,pump insulation beads into cavities,,"If a suitable cavity is found in a structure to be insulated, pump insulation beads, such as platinum expanded polystyrene beads into the cavity."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/c9b40bd1-39e2-4e3c-b544-a5a326295169,skill/competence,occupation-specific,ensure compliance with gaming laws,,"Ensure full compliance within the requirements of the local gambling regulations and laws, Company policy and procedures, including Employment Law and any other relevant legislation or authorities."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/c9b6aa32-6c42-4903-8e5a-23e43edf03fc,knowledge,sector-specific,online moderation techniques,,The strategies and methods used to interact online and moderate online users and groups.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/c9b97523-d520-4494-aa60-e3bc9ef0d8a4,skill/competence,sector-specific,grind wasted plastic,,Grind the wasted plastic into powder for further reuse.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/c9ba0570-f751-4023-9851-5a0826e722cc,skill/competence,transversal,interact verbally in Javanese,,Communicate orally in Javanese.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/c9bb544b-99a1-4335-bcea-23f84b01095a,skill/competence,cross-sector,develop non-hazardous waste management strategies,,"Develop strategies which aim to increase the efficiency in which a facility treats, transports, and disposes of non-hazardous waste materials, such as packaging, textiles, scraps, debris, and paper."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/c9c14ff6-df79-4d37-934c-39502467fff0,skill/competence,occupation-specific,perform fast changeover,,"Perform dress, hair, wigs and makeup changeovers during a performance."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/c9c3c4f3-7519-414d-87f7-bbc1b751776d,skill/competence,cross-sector,apply for patents,,"Defend the interests of the inventor or manufacturer when appealing for patents at the relevant patent office. Make sure application deadlines are met, also when applying for renewal."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/c9df1379-028e-4d52-b9d2-469877049172,skill/competence,sector-specific,conduct research on reproductive medicine,,"Research and analyze human reproduction and development biology topics, with a focus on maternal and fetal medicine, gynecologic oncology, reproductive endocrinology and infertility."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/c9e1cb88-bd7c-463d-83b2-2bd197a3114c,skill/competence,occupation-specific,diagnose speech disorders,,"Assess and diagnose patients` speech and communication disorders, identifying a variety of causes like congenital problems or disorders acquired after a stroke or injury."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/c9e29ab6-3957-492e-8234-11cf252b9006,skill/competence,occupation-specific,inspect sewerage systems,,Determine and locate the cause of blockage in the sewerage system.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/c9e96450-421d-48af-9ee6-d9c50e29afc2,knowledge,sector-specific,ICT recovery techniques,,"The techniques for recovering hardware or software components and data, after failure, corruption or damage."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/c9eea75d-918e-4733-bf1d-86ecd7a04946,skill/competence,occupation-specific,perform studies and field investigation,,Plan and performs studies and field investigations as required. Inspect landscapes using established techniques and procedures.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/c9f4efcd-e16a-4515-a0cb-60c6c479853d,knowledge,sector-specific,actuarial science,,"The rules of applying mathematical and statistical techniques to determine potential or existing risks in various industries, such as finance or insurance."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/c9fc5253-fb7c-48c2-977a-93c862c5f4ef,skill/competence,cross-sector,adjust curing ovens,,Adjust the temperature of the curing ovens by turning dials so that it is set to the correct parameters.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/c9fcb537-963b-4b9e-910d-701e818a2d62,skill/competence,sector-specific,comprehensively inspect aircraft,,"Conduct inspections of aircraft and aircraft components, namely their parts, appliances, and equipment, to identify malfunctions such as fuel leaks or flaws in electrical and pressurization systems."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/c9fe480a-1664-4769-948f-f8eaf2a656cd,skill/competence,cross-sector,operate motorized street sweeping machine,,Use motorized street sweeping equipment to sweep gutters and streets.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/ca02218c-c5d4-41d6-9a11-1d7447f05167,skill/competence,sector-specific,supervise gas distribution operations,,"Supervise the activities of a gas distribution facility and the operation of gas distribution systems, such as pipelines, in order to ensure compliance with legislation, efficient operations, and that the equipment is properly handled and maintained."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/ca06223b-ce7c-4b30-b52a-e555ee08a653,skill/competence,sector-specific,test motor vehicles under demanding conditions,,"Test the steering, braking and handling abilities of motor vehicles to see how they operate under demanding and extreme conditions such as on sloops, in winding bends and on ice."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/ca0bd6cc-f93a-44ed-8f25-455ef9550cce,skill/competence,occupation-specific,select vocalists,,Select vocalists and individual singers for solos.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/ca0c9312-5ff2-4311-97c8-2fa614616acd,skill/competence,occupation-specific,memorize assembly instructions,,Store instruction information such as the different procedures to assemble the different parts of furniture for later retrieval.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/ca0f9294-09f6-4528-bb3d-604955f8acfd,skill/competence,sector-specific,manage farm supplies,,"Manage farm supplies by taking care of the purchase and storing procedures. Select and purchase supplies and equipment such as seeds, livestock feed, fertilizers and farm machinery."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/ca17f0df-59e4-4ed2-9360-fc5325bc7151,skill/competence,cross-sector,supervise equipment,,Start up and shut down equipment; identify and troubleshoot technical problems and conduct minor repairs. Monitor control equipment in order to identify safety and environmental hazards.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/ca180ac5-3b49-438e-992b-57f2af49c1e3,skill/competence,sector-specific,provide specialist pharmaceutical advice,,"Provide specialist information and advice on medicinal products such as the appropriate use, the adverse reactions and the interactions with other medications."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/ca1844f3-933d-468f-9c2a-ae67c618ce88,skill/competence,cross-sector,revise questionnaires,,"Read, analyze, and provide feedback on the accuracy and adequacy of questionnaires and their assessment fashion taking into account its purpose."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/ca192ad9-39d9-49aa-8e87-b174906470b3,skill/competence,cross-sector,operate metal polishing equipment,,"Operate equipment designed to buff and polish metal workpieces, such as diamond solutions, silicon-made polishing pads, or working wheels with a leather polishing strop, and others."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/ca1a708c-0178-4ef3-8b5a-1eabfc533b0a,skill/competence,cross-sector,maintain pipeline coating properties,,"Perform maintenance to pipelines and their coating properties by applying chemicals and techniques. Maintain external anti-corrosion, internal coating, concrete weight coating, thermal insulation, and other coating properties."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/ca1e4742-42cc-463a-9b12-a1733f06d7a3,skill/competence,cross-sector,cut wall chases,,Cut a narrow channel in a wall or other partition in order to run cables through it. Cut the channel straight and without causing unnecessary damage. Be sure to avoid existent wires. Lead the cables through the chase and fill it up with the appropriate material.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/ca1ec813-89b7-4c37-b465-1a70d0fba177,skill/competence,occupation-specific,tend hoist cement transfer equipment,,Tend equipment such as pneumatic pumps or electrically powered conveyors which are used for transfering the hoist??? cement into storage containers.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/ca226595-beda-406b-a0ac-c65c40784ca4,skill/competence,sector-specific,oversee freight-related financial documentation,,oversee freight billing and invoicing accuracy
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/ca273412-56a5-487e-a58b-2539abc0d730,skill/competence,sector-specific,design objects to be crafted,,"Sketch, draw or design sketches and drawings from memory, live models, manufactured products or reference materials in the process of crafting and sculpting."
